1.606790018776196760e+00,1.646558032978012509e+00
1.366998728080467185e+00,1.498609953296257125e+00
2.748344706396583792e+00,4.750139895889622654e-02
1.249502631229537641e+00,1.364562347336059744e+00
1.177625769862382432e+00,1.558906887776136507e+00
1.628594016163990466e+00,1.135211093053588804e+00
6.141610636245747878e-01,1.485416355360939189e+00
9.797936668579841912e-01,1.594183477879119737e+00
1.476182954855729257e+00,1.291312585650482569e+00
1.570426554694585031e+00,1.176693009801101697e+00
1.383885542423346271e+00,1.745119071008002010e+00
1.700999288041532997e+00,1.957959833790819282e+00
1.572432009146021770e+00,1.409209075864591654e+00
1.099200086453591574e+00,1.206080397046750630e+00
1.132492527581855590e+00,1.617692484732680791e+00
1.395149447333459580e+00,1.313544871617856824e+00
1.324949128805503973e+00,1.473087958439334821e+00
1.496892855310137938e+00,1.592231882808345045e+00
7.090541600840845060e-01,1.329065065950345792e+00
1.396837924739256387e+00,1.628609228020095667e+00
1.293840967720871316e+00,1.344703284918597141e+00
-4.943454928361535328e-01,1.675230937328126446e+00
1.385368447497791644e+00,1.297520274897167702e+00
1.416429166382289440e+00,1.238638283615903113e+00
2.066240317256660575e+00,1.462806670705517398e+00
1.416119510011861982e+00,1.101298406685391473e+00
1.036966768224291791e+00,1.111509021371868577e+00
1.574993323104709519e+00,1.174014384526916865e+00
1.496079520419158815e+00,1.616965898266601087e+00
1.924538654156776607e+00,1.713146057818103252e+00
1.932435174198358308e+00,9.671880866808153510e-01
1.327415560963083552e+00,1.660547135710015665e+00
1.118438158835305618e+00,1.753092564930362363e+00
1.320115570862654186e+00,1.750244692581167660e+00
1.477271579265644341e+00,1.463254273050534682e+00
8.311784333451157636e-01,1.092098908149492509e+00
1.359716940691592102e+00,1.566407892948968428e+00
1.004973695144079970e+00,1.346960136816817366e+00
1.811019367640787081e+00,1.229563112491911303e+00
1.418285685928069917e+00,1.464752485514916547e+00
1.231456967884935416e+00,7.958893785782545915e-01
1.483116995671138749e+00,1.811561730751224841e+00
2.509023547895415263e+00,1.325702044498461518e+00
1.238648040807454276e+00,1.705478623776919056e+00
1.825603557165499824e+00,1.753305677441347354e+00
1.807943166959469439e+00,1.402156000594710017e+00
9.150250895886481439e-01,1.519634247370843960e+00
1.740499200687306791e+00,1.152445326288140226e+00
1.658372419730352210e+00,1.476818448380624149e+00
1.340563154111373612e+00,1.259250685540978631e+00
1.505884413599017257e+00,1.869296320259956401e+00
1.747809881788535691e+00,1.843242804000810198e+00
2.024967332537019882e+00,1.631363546508846074e+00
1.129982830993039533e+00,1.155034566718969646e+00
1.046957590980721386e+00,1.854042977098251610e+00
1.421810627448141906e+00,1.546004741383215420e+00
1.090830432529771077e+00,1.534366570046010070e+00
1.529844727224552559e+00,1.832291724648691167e+00
1.573716420127327043e+00,1.269965253868002852e+00
1.078992152385446435e+00,1.658865224749960454e+00
1.409797003134173110e+00,1.480586540754536884e+00
1.754166246624470960e+00,1.699891945173601204e+00
1.678016493589652880e+00,1.600544236360453176e+00
1.518454130326149620e+00,1.451251075810348068e+00
1.532427866668650163e+00,1.388316253477199780e+00
1.628853759118936706e+00,1.581965680486353332e+00
7.865931001631234487e-01,1.964354388057264700e+00
1.260459179616763015e+00,1.614811016582210712e+00
1.406486959520603319e+00,1.482124822186442259e+00
1.343500768661990197e+00,1.691789094920829628e+00
2.085441135134988411e+00,8.291011783261387214e-01
1.414793952535735144e+00,1.633555502789459268e+00
1.529033011333260417e+00,1.461563568141756919e+00
1.466661283688978967e+00,1.586128138496403439e+00
1.519909900328274110e+00,9.039207405903018078e-01
1.513536462051116915e+00,9.453918314970235492e-01
1.736040812577319459e+00,9.505350790874501632e-01
1.206750064468701256e+00,7.800601218575157203e-01
1.111157604538432375e+00,1.426544221720309702e+00
1.724229830620098713e+00,1.692900353146593817e+00
1.280046021033861781e+00,9.405410977092187874e-01
1.769086296722120588e+00,1.168076252655852798e+00
1.610825370944006796e+00,9.780321607462042488e-01
1.178618645095616868e+00,1.567653339245622002e+00
8.816445765447771254e-01,1.760543612989476925e+00
1.505526137146390386e+00,1.478590063336722382e+00
1.569917109297304103e+00,1.370617862393571196e+00
1.531112585909689461e+00,1.516339243485986366e+00
1.613616086306266073e+00,2.137118528452515598e+00
1.413087538452621361e+00,1.602951685552043815e+00
1.548444219961327084e+00,1.323386578139250425e+00
1.450941973595097023e+00,1.663399515729057532e+00
1.752660364221266365e+00,1.429403624789600036e+00
1.465883550394487367e+00,8.607131563024799092e-01
1.406817306864086348e+00,1.497088369292592036e+00
1.455054536770990614e+00,8.267592524510442020e-01
1.461432278484255720e+00,1.752328310703153091e+00
1.584341286176369712e+00,1.781877934477344549e+00
1.599932705263376054e+00,1.604439963630521104e+00
1.481740770921968986e+00,1.604806812722181952e+00
1.451473120989006826e+00,1.167359133323790710e+00
1.388478877001065204e+00,1.183715789840453780e+00
1.454179101404227348e+00,1.491936856867351002e+00
1.385794295553641087e+00,1.626638681265944131e+00
2.421028146190967956e+00,2.038234085808051432e+00
1.892376501886222862e+00,1.491248121552205541e+00
1.336754366320824117e+00,1.669373827830315626e+00
1.102773218273623179e+00,2.082069479233110254e+00
1.189300319903896952e+00,1.329814542869770966e+00
1.159234804397968555e+00,1.734081306725797633e+00
1.894329181675558749e+00,1.983638115648085787e+00
1.908466051144048548e+00,1.208239107964419468e+00
1.586706290170382339e+00,9.375320974268898100e-01
1.702455123813595650e+00,9.146706839971051606e-01
1.373211153942591523e+00,1.693200578461087735e+00
1.914110503472349345e+00,7.304193860263400451e-01
1.199523100356808980e+00,1.277386034355288524e+00
1.357735519390500079e+00,1.302641455685268568e+00
1.990157373514958916e+00,1.543732277339643577e+00
1.120446971083435939e+00,1.615078601411562786e+00
1.209469180942990496e+00,1.292076049031906093e+00
1.689653103533492962e+00,1.651176972454863279e+00
1.596880400052046678e+00,1.458766861290502259e+00
1.241040655304976204e+00,1.387219535860325204e+00
1.674430680467940302e+00,1.320219241445995451e+00
1.743743067809250480e+00,8.761624972545657419e-01
1.540199770486068598e+00,6.032023376976289875e-01
1.209784510291107118e+00,1.414208201877918958e+00
1.560937279789685883e+00,1.569093849264404650e+00
1.245681488331904285e+00,1.082680481589322063e+00
1.338278567062002100e+00,1.225366162810189286e+00
9.394957069916967107e-01,1.194151859914338143e+00
9.588993710105599977e-01,1.240916339846235061e+00
1.448740356197980805e+00,1.512420255378043699e+00
1.175704520636037032e+00,1.621387149700990848e+00
1.643327515587218013e+00,7.980249863909332220e-01
1.520699000233017184e+00,1.353930517312142978e+00
1.069172850046150591e+00,1.807214102090438423e+00
1.137620691077724899e+00,8.660300034320972395e-01
1.344634666367295228e+00,1.270318944830653773e+00
1.557406999402218162e+00,1.694947652952910833e+00
1.192715510586623173e+00,1.588554652439736259e+00
6.708790758094607121e-01,1.981986438397057793e+00
1.583851622284113247e+00,1.536801691955459459e+00
1.216707258671169134e+00,1.303129737433532220e+00
1.084851554231845094e+00,1.532231273515978875e+00
1.446145834869615898e+00,1.413799625772144131e+00
1.281098653289258982e+00,1.613177944999321545e+00
7.796088313313446205e-01,9.576628759162180149e-01
1.377954324957613608e+00,1.504426173253514021e+00
1.912100120815219295e+00,1.282209024463311531e+00
1.368855962243377578e+00,1.356153936646626867e+00
1.674162000605430078e+00,2.932868842357897465e-01
1.511055596990678929e+00,1.774363768764342542e+00
1.672695144956332758e+00,1.262854727718942804e+00
1.683977184094421764e+00,1.642473512556426929e+00
9.318365902433237702e-01,1.765699195069571736e+00
1.440946814568788703e+00,1.404444969515315389e+00
1.360142615206638927e+00,1.420894529692461772e+00
5.723543575984293419e-01,1.956299968670010880e+00
1.830113390935126150e+00,1.110083438108185439e+00
1.315008022291426215e+00,1.813843330497546313e+00
1.118563778647253759e+00,1.129388737953966437e+00
1.661461486329298909e+00,1.375631583940939873e+00
1.431207995091804186e+00,1.110120914754788801e+00
1.566418872277552277e+00,1.633471190542261642e+00
1.311487592537993185e+00,1.027129857108001865e+00
1.393931455666493013e+00,1.797685532958124499e+00
1.623169121576678808e+00,1.634745635148155962e+00
1.379883414808379172e+00,1.125663311094942554e+00
1.554928570810169663e+00,1.747728011719699603e+00
1.287878215980942986e+00,1.488533773376375935e+00
1.009959298588354537e+00,1.422515747675098696e+00
1.900156856764726898e+00,1.237827328215508560e+00
7.426522021912589366e-01,2.499008812538508817e+00
1.789634027475315747e+00,1.358335822932269288e+00
1.243172942584459539e+00,1.788351431963120630e+00
1.575270721363428272e+00,1.394817584091163409e+00
1.729974976524702779e+00,1.308554537631277936e+00
1.305299823595322817e+00,1.371340562216118553e+00
1.302753944379602569e+00,1.027570758600802936e+00
9.161773057767500505e-01,1.631647088351251496e+00
1.314558892113997901e+00,1.221777796933525728e+00
1.973310261614601435e+00,1.744757645476769481e+00
1.273438235279988451e+00,1.482698623728045062e+00
1.623962228774376237e+00,1.397750314341884792e+00
8.847649341281558222e-01,1.574576624548680748e+00
1.773757595032690482e+00,1.345686680507155231e+00
1.261262605704298378e+00,1.599630592173074239e+00
1.655584822076640483e+00,1.444525358247758184e+00
7.897666884655061281e-01,2.255587402210432746e+00
1.801520876137254534e+00,1.153771571007379260e+00
1.225622374733591258e+00,1.435551622469054767e+00
1.240512255019678989e+00,1.437324231004076802e+00
1.350807991870447866e+00,1.289061389668267221e+00
1.512503428667490546e+00,1.365771502242445257e+00
1.546600762109624938e+00,1.469424119329017842e+00
1.080170888613599001e+00,1.677537942781606839e+00
1.272289832000324639e+00,1.384609487994138854e+00
1.556602549365853738e+00,1.594560853958653546e+00
1.376769133974720116e+00,1.593815551683298803e+00
1.314111359583393535e+00,1.384399797394605169e+00
1.692937604124997941e+00,1.447639997322465844e+00
1.467656748415900214e+00,1.158730196286195335e+00
1.724952030578085660e+00,1.223461734756422503e+00
1.348485914006107622e+00,1.655506832513113036e+00
9.960123782507939172e-01,1.336993501153495689e+00
1.307451301726242798e+00,1.239331876031864788e+00
1.630494136214422740e+00,1.255004348898605571e+00
1.947814488892893880e+00,1.722653115728694617e+00
1.359899449383402903e+00,1.671835609326201899e+00
1.811157037987996432e+00,1.741319784694280726e+00
1.647475218830619426e+00,1.487554255612209664e+00
1.217107818481912851e+00,1.160918525210152596e+00
1.400153405073308654e+00,1.560518756641686933e+00
1.050043729611833454e+00,1.320215616960983107e+00
1.207397591386063285e+00,9.447296882442475230e-01
1.188390199340485731e+00,1.154467986348711506e+00
1.419537163837848004e+00,1.685319377822757758e+00
1.369589605342561578e+00,1.264343405516068941e+00
1.392132566299585594e+00,1.632430309884863595e+00
1.379381588084723553e+00,1.328686955286664473e+00
1.246739410686658056e+00,1.484488354760295170e+00
1.483475610761938013e+00,1.816882008088325673e+00
1.070322068911759628e+00,1.217318862003683888e+00
1.553871340276329338e+00,1.439179829149103806e+00
1.669280408057244758e+00,1.479371717552520504e+00
1.504590286382242459e+00,1.490832891396892235e+00
1.523546422333951211e+00,1.213877320167391582e+00
2.054567244873616971e+00,8.550316272700215769e-01
1.314621597681839393e+00,1.195968003513962596e+00
1.563473547848051703e+00,1.472036051568132775e+00
1.261106019685624968e+00,1.242290859560726268e+00
1.169778109437990654e+00,1.639894185067678478e+00
1.341591225855282898e+00,1.708842645621012402e+00
1.194705500105099238e+00,1.902164277741365206e+00
1.272811803873644898e+00,9.508945602710451306e-01
1.804775858108526476e+00,1.297120636247828251e+00
1.512421493288571783e+00,1.279977887561146943e+00
2.083622374970169222e+00,1.359867320414543057e+00
1.347245385230155579e+00,1.572638200959504129e+00
1.309831276933936861e+00,1.528781864479431540e+00
2.003044736803648362e+00,1.097719901257797392e+00
1.172979000969181174e+00,1.649341195356999412e+00
1.098162948939834571e+00,8.804461409607946543e-01
1.605637412052197677e+00,1.628130067557320260e+00
1.441113053506738684e+00,1.613054366549276697e+00
1.667683773989070417e+00,1.110268546639296083e+00
1.923997427204242161e+00,1.889718873473093863e+00
1.642585435376769931e+00,1.589919075134109461e+00
1.247223401332071324e+00,1.863088300737087089e+00
1.528593603001938028e+00,1.563259356677986212e+00
1.523984290759446303e+00,1.569283822143679563e+00
1.248114719398997430e+00,1.612966436814778470e+00
4.309452884570818543e-01,1.244540691577038283e+00
1.825067867403025623e+00,1.478907504964610320e+00
1.066502494107966381e+00,1.182607110786624727e+00
1.395641235214226894e+00,1.186889644368293917e+00
8.302446613537587394e-01,1.842896267204332972e+00
9.651405676463010730e-01,1.126864656741331627e+00
1.239218159806914077e+00,1.661064471589772218e+00
8.812787410162574719e-01,1.547645846878322740e+00
1.274285342944935007e+00,1.456743746246787596e+00
1.735951261654300692e+00,1.080651627580898611e+00
1.282183473506403937e+00,1.113260977341384406e+00
1.501110948983054971e+00,1.156177985354709170e+00
1.108332920592221660e+00,1.833596156972298052e+00
6.641742154348192484e-01,1.851925222797837112e+00
1.522575233089731306e+00,1.353162066391108365e+00
9.088147714133655297e-01,1.714524645907674838e+00
9.350667288026999202e-01,1.465917851925721882e+00
1.377452958722128251e+00,1.389103757796655847e+00
1.464433374860147907e+00,1.382981304216649887e+00
1.356427810088007169e+00,1.393276758140866711e+00
1.486111584930148721e+00,1.706876126882795663e+00
1.967972749107115282e+00,1.518513917541751024e+00
1.782536847746955866e+00,1.143721262056402344e+00
1.542226849889915652e+00,1.347582401944519503e+00
1.612667473053261524e+00,1.327524780584612429e+00
1.594735255857540501e+00,1.535308527097288822e+00
1.322063578557310937e+00,1.483151318933380258e+00
1.507153693825879825e+00,1.402634735462389370e+00
1.398240839348751985e+00,1.037747207909090363e+00
1.931797212470576230e+00,1.314187432644004838e+00
1.409078243223471860e+00,1.171597155718803629e+00
1.464024335377991370e+00,1.476316491989355661e+00
1.127855954820685236e+00,9.421260872696003430e-01
1.418132207068368400e+00,1.464048565328071039e+00
1.358561748300436411e+00,1.548502640111523165e+00
1.378209286035132042e+00,1.543654973501148886e+00
1.490160243817827190e+00,1.477288432165546617e+00
9.787307417206065896e-01,1.543699182799382230e+00
1.179138734058850169e+00,9.776997672926835969e-01
9.201169850040626930e-01,1.251170769702745433e+00
1.452047805932170199e+00,1.463596293277944049e+00
8.713276247998031909e-01,1.967045848586949086e+00
1.263095764191663806e+00,1.101107232825344839e+00
8.106076294156006057e-01,7.913244628179164630e-01
1.271910982657162847e+00,1.714158146509014546e+00
1.593567336427110126e+00,1.546077427599405585e+00
1.114117496556406905e+00,1.691173821378331832e+00
1.321670749471384188e+00,1.749837674182415537e+00
1.930887433217885363e+00,1.251720660202192192e+00
1.592942785314213960e+00,1.100147054600648433e+00
1.565286995101266898e+00,1.467738247072426061e+00
1.564416368864592233e+00,1.598988224563541838e+00
1.734681450075244991e+00,1.572789503402280298e+00
1.349678784054619607e+00,1.285733061136970168e+00
1.328212378010057204e+00,1.521945426091522391e+00
1.123192111888993372e+00,1.821265165255335328e+00
1.119454776247443162e+00,1.031225528700267402e+00
1.224591366679828708e+00,1.580039820276810891e+00
2.034115194680037320e+00,9.942796639158368865e-01
