8.832898556226821407e-01,6.737934212676373047e-01,6.272666219380345076e-01,7.717190394343155235e-01,9.864193531487354116e-01
8.694466784758546618e-01,4.099316862709512232e-01,6.910036605021073752e-01,6.588495393849608250e-01,1.096818507203471071e+00
3.031386703321176102e-01,3.885635746357360421e-01,1.166671431285602356e+00,7.138755257406170784e-01,7.322489095808795145e-01
1.610323051277292861e-01,6.208795125613169041e-01,8.966393198282645027e-01,3.263706015879361821e-01,5.212743228996659095e-01
6.931482098382443224e-01,4.345616884339634778e-01,6.925412733818148148e-01,5.579783089354652947e-01,3.773660280016190027e-01
1.003412412702234136e+00,9.751128827983940317e-01,8.231437747459658949e-01,5.492790111035428247e-01,7.815726883698216332e-01
1.108506658658997335e+00,2.384589026753136110e-01,6.758019845275197168e-01,5.008416106038711124e-01,8.224109186377287495e-01
3.176953246863761238e-01,5.696549750631525466e-01,5.314780007593663536e-01,8.284809721316637177e-01,9.267124040095389148e-01
5.751136539856157581e-01,4.071784552873299878e-01,6.781000606535476649e-01,6.549716686456584780e-01,9.467990119423932427e-01
1.144219944302275582e+00,4.967287828509396874e-01,9.555498349590794138e-01,6.878318423554791172e-01,8.074431578066714188e-01
6.781459011544765936e-01,2.687114583620814345e-01,9.497996865489957141e-01,8.268844993427496570e-01,1.002791703184351180e+00
4.570520350514298280e-01,2.738902674901109169e-01,3.368218939927625777e-01,7.675863454266641517e-01,7.626185042751177923e-01
5.466899092203512112e-01,6.271375770776661529e-01,5.329032500966236485e-01,1.068773540477203854e+00,6.623956575426517279e-01
7.516774270083175224e-01,1.105398058288814322e+00,4.092294738438040924e-01,3.766905099017748837e-01,1.397490838139311409e+00
4.350252064027971266e-01,5.230005468063346763e-01,7.676535589753402666e-01,6.985922999229038366e-01,8.337424296585679295e-01
1.306479257310757314e+00,6.763161954494958383e-01,1.114561016274124183e+00,4.230895276655199932e-01,7.604194336956565659e-01
1.184134242305729279e+00,8.653962243593553705e-01,4.324599980533431198e-01,1.296577225775008335e+00,6.465452840738331597e-01
1.215119566613354962e+00,7.352388922533635851e-01,8.195754645024915241e-01,5.791734110967261540e-01,7.216966715196464488e-01
5.928384911724899897e-01,1.493534404629150991e-01,6.076213022654329832e-01,6.680136227251193271e-01,6.598012111663108525e-01
8.099027071792194721e-02,8.663265525917881460e-01,6.382246001941510594e-01,3.166823567387179739e-01,7.360429900514920964e-01
9.873663816440745311e-01,1.020240537763457356e+00,9.373802188176448835e-01,6.240537773878536143e-01,9.636303889756377972e-01
6.238540985461500377e-01,5.263966860516693380e-01,1.025241582975302101e+00,6.418822136919419830e-01,8.511265006854205062e-01
8.819403082909416103e-01,9.919741005688764712e-02,7.995273972946113084e-01,9.685119674248741095e-01,4.420006351000003719e-01
5.327416703521714592e-03,4.246851785966215820e-01,8.491932121166196890e-01,1.017019956282605442e+00,1.004974273787675232e+00
1.131232689939637881e+00,1.254899054156909166e+00,4.046697851728349171e-01,5.892226652900451889e-01,7.268180971754830688e-01
7.366281807299194240e-01,8.852744715919810270e-01,5.004540779300395981e-01,7.946899878030009301e-01,8.709775352278924521e-01
5.373096491714492995e-01,4.286514389842958628e-01,1.074713103921667523e+00,6.086189984842176326e-01,9.757004935510876775e-01
7.419651655102036392e-01,1.267033577189224935e+00,5.267583258314429973e-01,8.624983274362743035e-01,1.242362441455295841e+00
4.104586818638700785e-01,1.006607690283077172e+00,1.143686132789650145e+00,9.686695805245320035e-01,6.137067610885553748e-01
1.200109763459933587e+00,6.386316216151387559e-01,5.557754941242695201e-01,3.132931230834548053e-01,2.911738056993956603e-01
3.350699455797624959e-01,6.187249946852950711e-01,1.042490052418687974e+00,9.335261203449799483e-01,4.002880542973327183e-01
